Review_ID,Customer_Review,Cleaned_Review,Predicted_Sentiment,Confidence_Score
595,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
596,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
597,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
598,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
599,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
600,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
601,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
602,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
603,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
604,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
605,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
606,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
607,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
608,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
609,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
610,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
611,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
612,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
613,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
614,"Nice appearance, however the product stopped working quickly.","Nice appearance, however the product stopped working quickly.",NEGATIVE,0.998
615,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
616,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
617,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
618,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
619,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
620,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
621,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
622,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
623,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
624,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
625,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
626,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
627,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
628,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
629,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
630,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
631,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
632,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
633,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
634,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
635,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
636,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
637,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
638,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
639,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
640,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
641,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
642,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
643,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
644,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
645,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
646,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
647,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
648,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
649,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
650,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
651,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
652,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
653,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
654,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
655,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
656,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
657,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
658,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
659,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
660,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
661,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
662,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
663,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
664,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
665,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
666,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
667,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
668,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
669,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
670,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
671,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
672,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
673,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
674,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
675,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
676,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
677,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
678,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
679,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
680,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
681,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
682,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
683,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
684,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
685,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
686,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
687,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
688,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
689,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
690,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
691,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
692,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
693,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
694,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
695,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
696,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
697,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
698,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
699,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
700,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
701,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
702,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
703,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
704,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
705,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
706,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
707,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
708,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
709,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
710,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
711,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
712,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
713,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
714,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
715,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
716,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
717,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
718,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
719,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
720,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
721,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
722,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
723,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
724,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
725,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
726,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
727,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
728,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
729,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
730,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
731,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
732,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
733,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
734,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
735,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
736,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
737,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
738,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
739,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
740,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
741,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
742,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
743,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
744,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
745,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
746,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
747,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
748,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
749,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
750,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
751,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
752,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
753,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
754,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
755,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
756,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
757,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
758,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
759,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
760,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
761,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
762,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
763,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
764,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
765,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
766,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
767,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
768,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
769,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
770,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
771,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
772,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
773,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
774,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
775,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
776,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
777,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
778,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
779,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
780,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
781,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
782,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
783,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
784,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
785,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
786,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
787,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
788,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
789,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
790,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
791,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
792,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
793,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
794,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
795,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
796,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
797,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
798,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
799,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
800,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
801,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
802,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
803,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
804,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
805,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
806,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
807,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
808,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
809,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
810,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
811,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
812,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
813,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
814,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
815,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
816,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
817,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
818,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
819,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
820,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
821,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
822,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
823,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
824,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
825,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
826,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
827,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
828,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
829,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
830,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
831,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
832,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
833,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
834,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
835,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
836,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
837,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
838,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
839,Loved the design but hated the overall performance.,Loved the design but hated the overall performance.,NEGATIVE,0.9922
840,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
841,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
842,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
843,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
844,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
845,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
846,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
847,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
848,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
849,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
850,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
851,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
852,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
853,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
854,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
855,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
856,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
857,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
858,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
859,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
860,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
861,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
862,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
863,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
864,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
865,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
866,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
867,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
868,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
869,"Nice appearance, however the product stopped working quickly.","Nice appearance, however the product stopped working quickly.",NEGATIVE,0.998
870,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
871,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
872,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
873,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
874,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
875,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
876,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
877,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
878,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
879,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
880,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
881,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
882,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
883,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
884,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
885,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
886,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
887,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
888,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
889,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
890,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
891,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
892,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
